team,player_id,player_name,position,shoots,height,weight,birthdate
BOS,1628436,Luke Kornet,C-F,,7-1,250,"JUL 15, 1995"
BOS,201143,Al Horford,C-F,,6-9,240,"JUN 03, 1986"
BOS,1631248,Baylor Scheierman,G,,6-6,205,"SEP 26, 2000"
BOS,1629674,Neemias Queta,C,,7-0,248,"JUL 13, 1999"
CLE,1629622,Max Strus,G-F,,6-5,215,"MAR 28, 1996"
CLE,1629660,Ty Jerome,G-F,,6-5,195,"JUL 08, 1997"
CLE,1630596,Evan Mobley,C,,6-11,215,"JUN 18, 2001"
CLE,1630241,Sam Merrill,G,,6-4,205,"MAY 15, 1996"
CLE,1629750,Javonte Green,G,,6-5,205,"JUL 23, 1993"
CLE,1641854,Craig Porter Jr.,G,,6-1,180,"FEB 26, 2000"
CLE,1629636,Darius Garland,G,,6-1,192,"JAN 26, 2000"
CLE,1629631,De'Andre Hunter,F-G,,6-8,221,"DEC 02, 1997"
CLE,202684,Tristan Thompson,C-F,,6-9,254,"MAR 13, 1991"
CLE,1629643,Chuma Okeke,F,,6-7,229,"AUG 18, 1998"
CLE,1641734,Emoni Bates,F,,6-8,202,"JAN 28, 2004"
CLE,1642281,Jaylon Tyson,G-F,,6-6,215,"DEC 02, 2002"
CLE,1641772,Nae'Qwan Tomlin,F,,6-10,210,"DEC 19, 2000"
CLE,1628386,Jarrett Allen,C,,6-9,243,"APR 21, 1998"
CLE,1629731,Dean Wade,F-C,,6-9,228,"NOV 20, 1996"
CLE,1631247,Luke Travers,F,,6-7,207,"SEP 03, 2001"
CLE,1630171,Isaac Okoro,F-G,,6-5,225,"JAN 26, 2001"
CLE,1628378,Donovan Mitchell,G,,6-3,215,"SEP 07, 1996"
NOP,1631232,Keion Brooks Jr.,F,,6-7,210,"AUG 07, 2000"
NOP,1628971,Bruce Brown,G-F,,6-4,202,"AUG 15, 1996"
NOP,1629627,Zion Williamson,F,,6-6,284,"JUL 06, 2000"
NOP,1630529,Herbert Jones,F,,6-7,206,"OCT 06, 1998"
NOP,203468,CJ McCollum,G,,6-3,190,"SEP 19, 1991"
NOP,203901,Elfrid Payton,G,,6-3,195,"FEB 22, 1994"
NOP,1627749,Dejounte Murray,G,,6-4,180,"SEP 19, 1996"
NOP,1631288,Jamal Cain,F,,6-6,191,"MAR 20, 1999"
NOP,1630527,Brandon Boston,G,,6-6,188,"NOV 28, 2001"
NOP,1641810,Antonio Reeves,G,,6-5,205,"NOV 20, 2000"
NOP,203482,Kelly Olynyk,F-C,,6-11,240,"APR 19, 1991"
NOP,1630631,Jose Alvarado,G,,6-0,179,"APR 12, 1998"
NOP,1631255,Karlo Matković,F-C,,6-10,231,"MAR 30, 2001"
NOP,1642274,Yves Missi,C,,6-11,235,"MAY 14, 2004"
NOP,1631311,Lester Quinones,G,,6-4,208,"NOV 16, 2000"
NOP,1641722,Jordan Hawkins,G,,6-5,190,"APR 29, 2002"
NOP,1630530,Trey Murphy III,F,,6-8,206,"JUN 18, 2000"
NOP,1630526,Jeremiah Robinson-Earl,F,,6-8,240,"NOV 03, 2000"
CHI,1629632,Coby White,G,,6-5,195,"FEB 16, 2000"
CHI,1628366,Lonzo Ball,G,,6-6,190,"OCT 27, 1997"
CHI,1630581,Josh Giddey,G,,6-8,216,"OCT 10, 2002"
CHI,1628975,Jevon Carter,G,,6-1,200,"SEP 14, 1995"
CHI,1630188,Jalen Smith,F-C,,6-9,215,"MAR 16, 2000"
CHI,202696,Nikola Vučević,C,,6-10,260,"OCT 24, 1990"
CHI,1630245,Ayo Dosunmu,G,,6-5,200,"JAN 17, 2000"
CHI,1642443,Jahmir Young,G,,6-1,185,"OCT 07, 2000"
CHI,1628380,Zach Collins,F-C,,6-11,250,"NOV 19, 1997"
CHI,1628989,Kevin Huerter,G-F,,6-7,198,"AUG 27, 1998"
CHI,1641824,Matas Buzelis,F,,6-10,209,"OCT 13, 2004"
CHI,1641763,Julian Phillips,F,,6-8,198,"NOV 05, 2003"
CHI,1641801,Emanuel Miller,F,,6-7,215,"JUN 19, 2000"
CHI,1629659,Talen Horton-Tucker,G,,6-4,234,"NOV 25, 2000"
CHI,1631207,Dalen Terry,F,,6-7,195,"JUL 12, 2002"
CHI,1630200,Tre Jones,G,,6-1,185,"JAN 08, 2000"
CHI,1630604,E.J. Liddell,F,,6-6,240,"DEC 18, 2000"
CHI,1630172,Patrick Williams,F,,6-7,215,"AUG 26, 2001"
DAL,203957,Danté Exum,G,,6-5,214,"JUL 13, 1995"
DAL,1631108,Max Christie,G,,6-5,190,"FEB 10, 2003"
DAL,1630702,Jaden Hardy,G,,6-3,198,"JUL 05, 2002"
DAL,1641726,Dereck Lively II,C,,7-1,230,"FEB 12, 2004"
DAL,203076,Anthony Davis,F-C,,6-10,253,"MAR 11, 1993"
DAL,203939,Dwight Powell,F-C,,6-10,240,"JUL 20, 1991"
DAL,1641765,Olivier-Maxence Prosper,F,,6-7,230,"JUL 03, 2002"
DAL,1630314,Brandon Williams,G,,6-1,190,"NOV 22, 1999"
DAL,202681,Kyrie Irving,G,,6-2,195,"MAR 23, 1992"
DAL,1630230,Naji Marshall,F,,6-6,220,"JAN 24, 1998"
DAL,1628997,Caleb Martin,F,,6-5,205,"SEP 28, 1995"
DAL,1630556,Kessler Edwards,F,,6-7,203,"AUG 09, 2000"
DAL,1629655,Daniel Gafford,F-C,,6-10,265,"OCT 01, 1998"
DAL,1630539,Kai Jones,C-F,,6-11,221,"JAN 19, 2001"
DAL,1629023,P.J. Washington,F,,6-6,230,"AUG 23, 1998"
DAL,203915,Spencer Dinwiddie,G,,6-5,215,"APR 06, 1993"
DAL,202691,Klay Thompson,G,,6-5,220,"FEB 08, 1990"
DEN,1631128,Christian Braun,G,,6-6,220,"APR 17, 2001"
DEN,1629008,Michael Porter Jr.,F,,6-10,218,"JUN 29, 1998"
DEN,1631124,Julian Strawther,G,,6-6,205,"APR 18, 2002"
DEN,201566,Russell Westbrook,G,,6-4,200,"NOV 12, 1988"
DEN,1641816,Hunter Tyson,F,,6-8,215,"JUN 13, 2000"
DEN,201599,DeAndre Jordan,C,,6-11,265,"JUL 21, 1988"
DEN,1631212,Peyton Watson,G,,6-7,200,"SEP 11, 2002"
DEN,203967,Dario Šarić,F-C,,6-10,225,"APR 08, 1994"
DEN,1641790,PJ Hall,C,,6-10,245,"FEB 21, 2002"
DEN,1641747,DaRon Holmes II,F,,6-10,225,"AUG 15, 2002"
DEN,203999,Nikola Jokić,C,,6-11,284,"FEB 19, 1995"
DEN,1642461,Spencer Jones,F,,6-7,225,"JUN 14, 2001"
DEN,1630192,Zeke Nnaji,F-C,,6-9,240,"JAN 09, 2001"
DEN,1641725,Trey Alexander,G,,6-4,185,"MAY 02, 2003"
DEN,1629618,Jalen Pickett,G,,6-2,202,"OCT 22, 1999"
DEN,1627750,Jamal Murray,G,,6-4,215,"FEB 23, 1997"
DEN,1628427,Vlatko Čančar,F,,6-8,236,"APR 10, 1997"
DEN,203932,Aaron Gordon,F,,6-8,235,"SEP 16, 1995"
GSW,1627780,Gary Payton II,G,,6-2,195,"DEC 01, 1992"
GSW,1630228,Jonathan Kuminga,F,,6-7,225,"OCT 06, 2002"
GSW,1642379,Taran Armstrong,G,,6-5,190,"JAN 15, 2002"
GSW,1641764,Brandin Podziemski,G,,6-4,205,"FEB 25, 2003"
GSW,1630541,Moses Moody,G,,6-5,211,"MAY 31, 2002"
GSW,1626172,Kevon Looney,F,,6-9,222,"FEB 06, 1996"
GSW,1627741,Buddy Hield,G,,6-4,220,"DEC 17, 1992"
GSW,202710,Jimmy Butler III,F,,6-7,230,"SEP 14, 1989"
GSW,1630296,Braxton Key,F,,6-8,225,"FEB 14, 1997"
GSW,1630611,Gui Santos,F,,6-6,185,"JUN 22, 2002"
GSW,1642366,Quinten Post,C,,7-0,238,"MAR 21, 2000"
GSW,203110,Draymond Green,F,,6-6,230,"MAR 04, 1990"
GSW,201939,Stephen Curry,G,,6-2,185,"MAR 14, 1988"
GSW,1628995,Kevin Knox II,F,,6-8,215,"AUG 11, 1999"
GSW,1631218,Trayce Jackson-Davis,F,,6-9,245,"FEB 22, 2000"
GSW,1642050,Jackson Rowe,F,,6-7,210,"JAN 04, 1997"
GSW,1630311,Pat Spencer,G,,6-3,205,"JUL 04, 1996"
HOU,1628988,Aaron Holiday,G,,6-0,185,"SEP 30, 1996"
HOU,1641708,Amen Thompson,G-F,,6-7,200,"JAN 30, 2003"
HOU,1629111,Jock Landale,C,,6-11,255,"OCT 25, 1995"
HOU,1642368,N'Faly Dante,C,,6-11,230,"OCT 19, 2001"
HOU,1630224,Jalen Green,G,,6-4,186,"FEB 09, 2002"
HOU,1627832,Fred VanVleet,G,,6-0,197,"FEB 25, 1994"
HOU,1641715,Cam Whitmore,F,,6-7,230,"JUL 08, 2004"
HOU,1630256,Jae'Sean Tate,F,,6-4,230,"OCT 28, 1995"
HOU,1628415,Dillon Brooks,G-F,,6-6,225,"JAN 22, 1996"
HOU,1631095,Jabari Smith Jr.,F,,6-10,220,"MAY 13, 2003"
HOU,203500,Steven Adams,C,,6-11,265,"JUL 20, 1993"
HOU,1642263,Reed Sheppard,G,,6-2,185,"JUN 24, 2004"
HOU,1631106,Tari Eason,F,,6-8,215,"MAY 10, 2001"
HOU,1631466,Nate Williams,G,,6-5,205,"FEB 12, 1999"
HOU,1630578,Alperen Sengun,C,,6-11,243,"JUL 25, 2002"
HOU,201145,Jeff Green,F,,6-8,235,"AUG 28, 1986"
HOU,1631223,David Roddy,F,,6-4,255,"MAR 27, 2001"
HOU,1629098,Jack McVeigh,G-F,,6-8,215,"JUN 27, 1996"
LAC,201935,James Harden,G,,6-5,220,"AUG 26, 1989"
LAC,202695,Kawhi Leonard,F,,6-7,225,"JUN 29, 1991"
LAC,1641754,Seth Lundy,G-F,,6-4,220,"APR 02, 2000"
LAC,1629599,Amir Coffey,G-F,,6-7,210,"JUN 17, 1997"
LAC,1627739,Kris Dunn,G,,6-3,205,"MAR 18, 1994"
LAC,1642280,Trentyn Flowers,F,,6-9,185,"MAR 08, 2005"
LAC,203992,Bogdan Bogdanović,G,,6-5,225,"AUG 18, 1992"
LAC,1641757,Jordan Miller,G,,6-5,194,"JAN 23, 2000"
LAC,1642353,Cam Christie,G,,6-6,190,"JUL 24, 2005"
LAC,1629234,Drew Eubanks,F-C,,6-10,245,"FEB 01, 1997"
LAC,1641738,Kobe Brown,F,,6-7,250,"JAN 01, 2000"
LAC,1631116,Patrick Baldwin Jr.,F,,6-9,220,"NOV 18, 2002"
LAC,1626181,Norman Powell,G,,6-4,215,"MAY 25, 1993"
LAC,1627732,Ben Simmons,G-F,,6-10,240,"JUL 20, 1996"
LAC,201587,Nicolas Batum,G-F,,6-8,230,"DEC 14, 1988"
LAC,1627826,Ivica Zubac,C,,7-0,240,"MAR 18, 1997"
LAC,1627884,Derrick Jones Jr.,F,,6-6,210,"FEB 15, 1997"
LAC,201988,Patty Mills,G,,6-2,180,"AUG 11, 1988"
LAL,1629020,Jarred Vanderbilt,F,,6-8,214,"APR 03, 1999"
LAL,1642261,Dalton Knecht,F,,6-6,215,"APR 19, 2001"
LAL,1629216,Gabe Vincent,G,,6-2,200,"JUN 14, 1996"
LAL,1642355,Bronny James,G,,6-3,210,"OCT 06, 2004"
LAL,1631132,Christian Koloko,C,,7-0,225,"JUN 20, 2000"
LAL,1629637,Jaxson Hayes,C-F,,7-0,220,"MAY 23, 2000"
LAL,1628467,Maxi Kleber,F,,6-10,240,"JAN 29, 1992"
LAL,1630559,Austin Reaves,G,,6-5,197,"MAY 29, 1998"
LAL,1627827,Dorian Finney-Smith,F,,6-7,220,"MAY 04, 1993"
LAL,1629003,Shake Milton,G,,6-5,205,"SEP 26, 1996"
LAL,2544,LeBron James,F,,6-9,250,"DEC 30, 1984"
LAL,203458,Alex Len,C,,7-0,250,"JUN 16, 1993"
LAL,1629060,Rui Hachimura,F,,6-8,230,"FEB 08, 1998"
LAL,1630692,Jordan Goodwin,G,,6-5,215,"OCT 23, 1998"
LAL,1641998,Trey Jemison III,C,,6-11,270,"NOV 28, 1999"
LAL,1629029,Luka Dončić,F-G,,6-6,230,"FEB 28, 1999"
LAL,202693,Markieff Morris,F,,6-9,245,"SEP 02, 1989"
MIA,1641815,Isaiah Stevens,G,,6-0,185,"NOV 01, 2000"
MIA,1626179,Terry Rozier,G,,6-1,190,"MAR 17, 1994"
MIA,1631107,Nikola Jović,F,,6-10,205,"JUN 09, 2003"
MIA,1642276,Kel'el Ware,C,,7-0,230,"APR 20, 2004"
MIA,1630528,Josh Christopher,G,,6-4,215,"DEC 08, 2001"
MIA,1641796,Pelle Larsson,G,,6-5,215,"FEB 23, 2001"
MIA,1631170,Jaime Jaquez Jr.,G,,6-6,225,"FEB 18, 2001"
MIA,1630696,Dru Smith,G,,6-2,203,"DEC 30, 1997"
MIA,1628389,Bam Adebayo,C-F,,6-9,255,"JUL 18, 1997"
MIA,1629639,Tyler Herro,G,,6-5,195,"JAN 20, 2000"
MIA,1642352,Keshad Johnson,F,,6-7,225,"JUN 23, 2001"
MIA,202692,Alec Burks,G,,6-5,214,"JUL 20, 1991"
MIA,203937,Kyle Anderson,F-G,,6-9,230,"SEP 20, 1993"
MIA,203952,Andrew Wiggins,F,,6-7,197,"FEB 23, 1995"
MIA,1629312,Haywood Highsmith,F,,6-5,220,"DEC 09, 1996"
MIA,201567,Kevin Love,F-C,,6-8,251,"SEP 07, 1988"
MIA,1630558,Davion Mitchell,G,,6-0,202,"SEP 05, 1998"
MIA,1629130,Duncan Robinson,F,,6-7,215,"APR 22, 1994"
MIL,203081,Damian Lillard,G,,6-2,195,"JUL 15, 1990"
MIL,1630579,Jericho Sims,C,,6-10,250,"OCT 20, 1998"
MIL,1629645,Kevin Porter Jr.,G-F,,6-4,203,"MAY 04, 2000"
MIL,1629018,Gary Trent Jr.,G,,6-5,204,"JAN 18, 1999"
MIL,1641753,Chris Livingston,F,,6-6,220,"OCT 15, 2003"
MIL,1626171,Bobby Portis,F,,6-10,250,"FEB 10, 1995"
MIL,201572,Brook Lopez,C,,7-1,282,"APR 01, 1988"
MIL,1627752,Taurean Prince,F,,6-6,218,"MAR 22, 1994"
MIL,1631157,Ryan Rollins,G,,6-3,180,"JUL 03, 2002"
MIL,1631123,Jamaree Bouyea,G,,6-2,180,"JUN 27, 1999"
MIL,1630649,Stanley Umude,G,,6-6,210,"APR 12, 1999"
MIL,1628398,Kyle Kuzma,F,,6-9,221,"JUL 24, 1995"
MIL,1631260,AJ Green,G,,6-4,190,"SEP 27, 1999"
MIL,1641890,Tyler Smith,F,,6-9,224,"NOV 02, 2004"
MIL,1626192,Pat Connaughton,G,,6-5,209,"JAN 06, 1993"
MIL,203507,Giannis Antetokounmpo,F,,6-11,243,"DEC 06, 1994"
MIL,1631250,Pete Nance,F,,6-10,225,"FEB 19, 2000"
MIL,1641748,Andre Jackson Jr.,G,,6-6,209,"NOV 13, 2001"
MIN,1628978,Donte DiVincenzo,G,,6-4,203,"JAN 31, 1997"
MIN,1630545,Terrence Shannon Jr.,G-F,,6-6,215,"JUL 30, 2000"
MIN,1630183,Jaden McDaniels,F,,6-9,185,"SEP 29, 2000"
MIN,1642265,Rob Dillingham,G,,6-3,175,"JAN 04, 2005"
MIN,1630162,Anthony Edwards,G,,6-4,225,"AUG 05, 2001"
MIN,204060,Joe Ingles,F-G,,6-8,220,"OCT 02, 1987"
MIN,1631169,Josh Minott,F,,6-8,205,"NOV 25, 2002"
MIN,1629638,Nickeil Alexander-Walker,G,,6-5,205,"SEP 02, 1998"
MIN,201144,Mike Conley,G,,6-0,175,"OCT 11, 1987"
MIN,1629675,Naz Reid,C-F,,6-9,264,"AUG 26, 1999"
MIN,1641803,Tristen Newton,G,,6-5,190,"APR 26, 2001"
MIN,1642399,Jesse Edwards,C,,7-0,236,"MAR 18, 2000"
MIN,1641740,Jaylen Clark,G,,6-4,205,"OCT 13, 2001"
MIN,203497,Rudy Gobert,C,,7-1,258,"JUN 26, 1992"
MIN,203944,Julius Randle,F-C,,6-9,250,"NOV 29, 1994"
MIN,1631159,Leonard Miller,F,,6-10,220,"NOV 26, 2003"
MIN,1630568,Luka Garza,C,,6-10,243,"DEC 27, 1998"
MIN,1630538,Bones Hyland,G,,6-2,169,"SEP 14, 2000"
BKN,1641727,Dariq Whitehead,G-F,,6-6,220,"AUG 01, 2004"
BKN,1626156,D'Angelo Russell,G,,6-3,193,"FEB 23, 1996"
BKN,1629661,Cameron Johnson,F,,6-8,210,"MAR 03, 1996"
BKN,1641736,Reece Beekman,G,,6-3,190,"OCT 08, 2001"
BKN,1630533,Ziaire Williams,F,,6-9,185,"SEP 12, 2001"
BKN,1630570,Trendon Watford,G-F,,6-8,237,"NOV 09, 2000"
BKN,1630623,Tyson Etienne,G,,6-2,200,"SEP 17, 1999"
BKN,1641787,Tosan Evbuomwan,F,,6-7,217,"FEB 16, 2001"
BKN,1631213,Tyrese Martin,F,,6-6,215,"MAR 07, 1999"
BKN,1629001,De'Anthony Melton,G,,6-3,200,"MAY 28, 1998"
BKN,1630549,Day'Ron Sharpe,C,,6-9,265,"NOV 06, 2001"
BKN,1641730,Noah Clowney,F-C,,6-9,210,"JUL 14, 2004"
BKN,1630592,Jalen Wilson,F,,6-6,220,"NOV 04, 2000"
BKN,1630560,Cam Thomas,G,,6-3,210,"OCT 13, 2001"
BKN,1631166,Drew Timme,F,,6-10,235,"SEP 09, 2000"
BKN,1641721,Maxwell Lewis,F,,6-7,215,"JUL 27, 2002"
BKN,1629651,Nic Claxton,C,,6-11,215,"APR 17, 1999"
BKN,1630553,Keon Johnson,G,,6-5,185,"MAR 10, 2002"
NYK,200782,P.J. Tucker,F,,6-5,245,"MAY 05, 1985"
NYK,1626153,Delon Wright,G,,6-5,185,"APR 26, 1992"
NYK,1630699,MarJon Beauchamp,F,,6-7,199,"OCT 12, 2000"
NYK,1626166,Cameron Payne,G,,6-3,183,"AUG 08, 1994"
NYK,1630540,Miles McBride,G,,6-1,195,"SEP 08, 2000"
NYK,1628404,Josh Hart,G,,6-4,215,"MAR 06, 1995"
NYK,1642359,Pacôme Dadiet,F,,6-8,210,"JUL 27, 2005"
NYK,1630173,Precious Achiuwa,F,,6-8,243,"SEP 19, 1999"
NYK,1628384,OG Anunoby,F-G,,6-7,240,"JUL 17, 1997"
NYK,1641755,Kevin McCullar Jr.,G,,6-6,210,"MAR 15, 2001"
NYK,1628973,Jalen Brunson,G,,6-2,190,"AUG 31, 1996"
NYK,1642278,Tyler Kolek,G,,6-3,195,"MAR 27, 2001"
NYK,1629011,Mitchell Robinson,C-F,,7-0,240,"APR 01, 1998"
NYK,1628969,Mikal Bridges,G-F,,6-6,209,"AUG 30, 1996"
NYK,1641817,Anton Watson,F,,6-8,225,"OCT 06, 2000"
NYK,1626157,Karl-Anthony Towns,C-F,,7-0,248,"NOV 15, 1995"
NYK,1629013,Landry Shamet,G,,6-4,190,"MAR 13, 1997"
NYK,1630574,Ariel Hukporti,C,,6-11,246,"APR 12, 2002"
ORL,1641710,Anthony Black,G,,6-7,200,"JAN 20, 2004"
ORL,1628371,Jonathan Isaac,F,,6-10,230,"OCT 03, 1997"
ORL,1631216,Caleb Houstan,G,,6-8,205,"JAN 09, 2003"
ORL,1630217,Desmond Bane,G,,6-5,215,"JUN 25, 1998"
ORL,1630591,Jalen Suggs,G,,6-5,205,"JUN 03, 2001"
ORL,1631094,Paolo Banchero,F,,6-10,250,"NOV 12, 2002"
ORL,1630644,Mac McClung,G,,6-2,185,"JAN 06, 1999"
ORL,202709,Cory Joseph,G,,6-2,200,"AUG 20, 1991"
ORL,1630243,Trevelin Queen,G,,6-5,190,"FEB 25, 1997"
ORL,1641724,Jett Howard,G,,6-6,215,"SEP 14, 2003"
ORL,203914,Gary Harris,G,,6-4,210,"SEP 14, 1994"
ORL,1629021,Moritz Wagner,F-C,,6-11,245,"APR 26, 1997"
ORL,1630532,Franz Wagner,F,,6-10,220,"AUG 27, 2001"
ORL,1641783,Tristan da Silva,F,,6-8,217,"MAY 15, 2001"
ORL,1628976,Wendell Carter Jr.,C-F,,6-10,270,"APR 16, 1999"
ORL,1629048,Goga Bitadze,C-F,,6-10,250,"JUL 20, 1999"
ORL,1630679,Ethan Thompson,G,,6-5,195,"MAY 04, 1999"
IND,1630169,Tyrese Haliburton,G,,6-5,185,"FEB 29, 2000"
IND,1631097,Bennedict Mathurin,G-F,,6-5,210,"JUN 19, 2002"
IND,1630167,Obi Toppin,F,,6-9,220,"MAR 04, 1998"
IND,1629614,Andrew Nembhard,G-F,,6-4,191,"JAN 16, 2000"
IND,1628418,Thomas Bryant,C-F,,6-10,248,"JUL 31, 1997"
IND,1641716,Jarace Walker,F,,6-7,235,"SEP 04, 2003"
IND,1642402,Enrique Freeman,F,,6-7,220,"JUL 29, 2000"
IND,204456,T.J. McConnell,G,,6-1,190,"MAR 25, 1992"
IND,1642484,RayJ Dennis,G,,6-2,180,"MAR 30, 2001"
IND,1642277,Johnny Furphy,G,,6-9,200,"DEC 08, 2004"
IND,1628396,Tony Bradley,C-F,,6-11,248,"JAN 08, 1998"
IND,201949,James Johnson,F,,6-7,240,"FEB 20, 1987"
IND,1630543,Isaiah Jackson,F,,6-9,205,"JAN 10, 2002"
IND,1630174,Aaron Nesmith,G-F,,6-6,215,"OCT 16, 1999"
IND,1641767,Ben Sheppard,G,,6-6,190,"JUL 16, 2001"
IND,1631245,Quenton Jackson,G,,6-5,173,"SEP 15, 1998"
IND,1626167,Myles Turner,C-F,,6-11,250,"MAR 24, 1996"
IND,1627783,Pascal Siakam,F,,6-8,245,"APR 02, 1994"
PHI,1630178,Tyrese Maxey,G,,6-2,200,"NOV 04, 2000"
PHI,203083,Andre Drummond,C,,6-11,279,"AUG 10, 1993"
PHI,1629656,Quentin Grimes,G,,6-4,210,"MAY 08, 2000"
PHI,200768,Kyle Lowry,G,,6-0,196,"MAR 25, 1986"
PHI,202331,Paul George,F,,6-8,220,"MAY 02, 1990"
PHI,1626162,Kelly Oubre Jr.,F-G,,6-8,203,"DEC 09, 1995"
PHI,1630288,Jeff Dowtin Jr.,G,,6-3,177,"MAY 10, 1997"
PHI,1630215,Jared Butler,G,,6-3,193,"AUG 25, 2000"
PHI,1641741,Ricky Council IV,G,,6-6,207,"AUG 03, 2001"
PHI,1629022,Lonnie Walker IV,G-F,,6-4,204,"DEC 14, 1998"
PHI,1641720,Jalen Hood-Schifino,G,,6-5,210,"JUN 19, 2003"
PHI,1642348,Justin Edwards,F,,6-7,203,"DEC 16, 2003"
PHI,1642272,Jared McCain,G,,6-3,195,"FEB 20, 2004"
PHI,203954,Joel Embiid,C-F,,7-0,280,"MAR 16, 1994"
PHI,201569,Eric Gordon,G,,6-3,215,"DEC 25, 1988"
PHI,1627824,Guerschon Yabusele,F,,6-8,265,"DEC 17, 1995"
PHI,1641737,Adem Bona,F,,6-10,235,"MAR 28, 2003"
PHI,1642024,Alex Reese,F-C,,6-9,245,"MAY 21, 1999"
PHX,1626220,Royce O'Neale,F,,6-6,226,"JUN 05, 1993"
PHX,1642346,Ryan Dunn,F,,6-8,216,"JAN 07, 2003"
PHX,1626164,Devin Booker,G,,6-6,206,"OCT 30, 1996"
PHX,1630208,Nick Richards,C,,7-0,245,"NOV 29, 1997"
PHX,203078,Bradley Beal,G,,6-4,207,"JUN 28, 1993"
PHX,1642345,Oso Ighodaro,F,,7-0,235,"JUL 14, 2002"
PHX,1628960,Grayson Allen,G,,6-4,198,"OCT 08, 1995"
PHX,1627814,Damion Lee,G-F,,6-6,210,"OCT 21, 1992"
PHX,1629626,Bol Bol,C-F,,7-3,220,"NOV 16, 1999"
PHX,1631221,Collin Gillespie,G,,6-1,195,"JUN 25, 1999"
PHX,1631102,TyTy Washington Jr.,G,,6-3,195,"NOV 15, 2001"
PHX,1641779,Jalen Bridges,F,,6-8,225,"MAY 14, 2001"
PHX,1628998,Cody Martin,F,,6-6,205,"SEP 28, 1995"
PHX,203995,Vasilije Micic,G,,6-3,188,"JAN 13, 1994"
PHX,1626145,Tyus Jones,G,,6-1,196,"MAY 10, 1996"
PHX,203486,Mason Plumlee,F-C,,6-10,254,"MAR 05, 1990"
PHX,1628420,Monté Morris,G,,6-2,183,"JUN 27, 1995"
PHX,201142,Kevin Durant,F,,6-11,240,"SEP 29, 1988"
POR,1630703,Scoot Henderson,G,,6-3,206,"FEB 03, 2004"
POR,1629014,Anfernee Simons,G,,6-3,200,"JUN 08, 1999"
POR,1629028,Deandre Ayton,C,,7-0,252,"JUL 23, 1998"
POR,1629680,Matisse Thybulle,G-F,,6-5,201,"MAR 04, 1997"
POR,1630625,Dalano Banton,F,,6-8,203,"NOV 07, 1999"
POR,1630166,Deni Avdija,F,,6-9,240,"JAN 03, 2001"
POR,203924,Jerami Grant,F,,6-7,210,"MAR 12, 1994"
POR,1631303,Justin Minaya,F,,6-5,205,"MAR 26, 1999"
POR,1631121,Bryce McGowens,G,,6-6,190,"NOV 08, 2002"
POR,1631101,Shaedon Sharpe,G,,6-5,208,"MAY 30, 2003"
POR,1641712,Rayan Rupert,G-F,,6-6,195,"MAY 31, 2004"
POR,1642270,Donovan Clingan,C,,7-2,280,"FEB 23, 2004"
POR,1631200,Kris Murray,F,,6-8,216,"AUG 19, 2000"
