team,player_id,player_name,position,shoots,height,weight,birthdate
GSW,1630611,Gui Santos,F,,6-7,185,"JUN 22, 2002"
GSW,201143,Al Horford,C-F,,6-8,240,"JUN 03, 1986"
GSW,1642366,Quinten Post,C,,7-0,238,"MAR 21, 2000"
GSW,1642893,Alex Toohey,F,,6-8,223,"MAY 05, 2004"
GSW,203110,Draymond Green,F,,6-6,230,"MAR 04, 1990"
GSW,201939,Stephen Curry,G,,6-2,185,"MAR 14, 1988"
GSW,1631218,Trayce Jackson-Davis,F,,6-9,245,"FEB 22, 2000"
GSW,1642050,Jackson Rowe,F,,6-6,210,"JAN 04, 1997"
GSW,1630311,Pat Spencer,G,,6-2,205,"JUL 04, 1996"
HOU,1628988,Aaron Holiday,G,,6-0,185,"SEP 30, 1996"
HOU,1630284,Kevon Harris,G,,6-5,216,"JUN 24, 1997"
HOU,1641708,Amen Thompson,G-F,,6-7,200,"JAN 30, 2003"
HOU,1627827,Dorian Finney-Smith,F,,6-7,220,"MAY 04, 1993"
HOU,1631120,JD Davison,G,,6-1,195,"OCT 03, 2002"
HOU,1627832,Fred VanVleet,G,,6-0,197,"FEB 25, 1994"
HOU,201142,Kevin Durant,F,,6-11,240,"SEP 29, 1988"
HOU,1630256,Jae'Sean Tate,F,,6-4,230,"OCT 28, 1995"
HOU,1631095,Jabari Smith Jr.,F,,6-11,220,"MAY 13, 2003"
HOU,203500,Steven Adams,C,,6-11,265,"JUL 20, 1993"
HOU,1642263,Reed Sheppard,G,,6-2,185,"JUN 24, 2004"
HOU,1631106,Tari Eason,F,,6-8,215,"MAY 10, 2001"
HOU,1629006,Josh Okogie,G,,6-4,213,"SEP 01, 1998"
HOU,1642384,Isaiah Crawford,F,,6-6,220,"NOV 01, 2001"
HOU,1630578,Alperen Sengun,C,,6-11,243,"JUL 25, 2002"
HOU,203991,Clint Capela,C,,6-10,256,"MAY 18, 1994"
HOU,201145,Jeff Green,F,,6-8,235,"AUG 28, 1986"
LAC,203078,Bradley Beal,G,,6-4,207,"JUN 28, 1993"
LAC,201935,James Harden,G,,6-5,220,"AUG 26, 1989"
LAC,202695,Kawhi Leonard,F,,6-6,225,"JUN 29, 1991"
LAC,101108,Chris Paul,G,,6-0,175,"MAY 06, 1985"
LAC,1642920,Kobe Sanders,G,,6-8,207,"MAY 30, 2002"
LAC,1627884,Derrick Jones Jr.,F,,6-6,210,"FEB 15, 1997"
LAC,1627739,Kris Dunn,G,,6-3,205,"MAR 18, 1994"
LAC,203992,Bogdan Bogdanović,G,,6-5,225,"AUG 18, 1992"
LAC,201572,Brook Lopez,C,,7-1,282,"APR 01, 1988"
LAC,1642353,Cam Christie,G,,6-5,190,"JUL 24, 2005"
LAC,1642949,Yanic Konan Niederhäuser,C,,6-11,242,"MAR 14, 2003"
LAC,1643141,Jahmyl Telfort,G,,6-7,None,"APR 30, 2001"
LAC,1628381,John Collins,F-C,,6-9,226,"SEP 23, 1997"
LAC,1641757,Jordan Miller,G,,6-5,194,"JAN 23, 2000"
LAC,1641738,Kobe Brown,F,,6-7,250,"JAN 01, 2000"
LAC,201587,Nicolas Batum,G-F,,6-7,230,"DEC 14, 1988"
LAC,1627826,Ivica Zubac,C,,7-0,240,"MAR 18, 1997"
LAL,1642876,Adou Thiero,G,,6-7,220,"MAY 08, 2004"
LAL,1629020,Jarred Vanderbilt,F,,6-8,214,"APR 03, 1999"
LAL,1642261,Dalton Knecht,F,,6-6,215,"APR 19, 2001"
LAL,1629028,Deandre Ayton,C,,7-0,252,"JUL 23, 1998"
LAL,1629216,Gabe Vincent,G,,6-2,200,"JUN 14, 1996"
LAL,1642355,Bronny James,G,,6-2,210,"OCT 06, 2004"
LAL,1629637,Jaxson Hayes,C-F,,7-0,220,"MAY 23, 2000"
LAL,1631222,Jake LaRavia,F,,6-7,235,"NOV 03, 2001"
LAL,1628467,Maxi Kleber,F,,6-10,240,"JAN 29, 1992"
LAL,1630559,Austin Reaves,G,,6-5,197,"MAY 29, 1998"
LAL,1641733,Nick Smith Jr.,G,,6-2,185,"APR 18, 2004"
LAL,2544,LeBron James,F,,6-9,250,"DEC 30, 1984"
LAL,1631166,Drew Timme,F,,6-9,235,"SEP 09, 2000"
LAL,1629060,Rui Hachimura,F,,6-8,230,"FEB 08, 1998"
LAL,1643024,Chris Mañon,G,,6-4,209,"DEC 09, 2001"
LAL,203935,Marcus Smart,G,,6-3,220,"MAR 06, 1994"
LAL,1629029,Luka Dončić,F-G,,6-8,230,"FEB 28, 1999"
MIA,1631323,Simone Fontecchio,F,,6-7,209,"DEC 09, 1995"
MIA,1626179,Terry Rozier,G,,6-1,190,"MAR 17, 1994"
MIA,1631107,Nikola Jović,F,,6-10,205,"JUN 09, 2003"
MIA,1642276,Kel'el Ware,C,,7-0,230,"APR 20, 2004"
MIA,1641796,Pelle Larsson,G,,6-5,215,"FEB 23, 2001"
MIA,1631170,Jaime Jaquez Jr.,G,,6-6,225,"FEB 18, 2001"
MIA,1630696,Dru Smith,G,,6-2,203,"DEC 30, 1997"
MIA,1628389,Bam Adebayo,C-F,,6-9,255,"JUL 18, 1997"
MIA,1629639,Tyler Herro,G,,6-5,195,"JAN 20, 2000"
MIA,1642066,Myron Gardner,F,,6-5,220,"MAY 21, 2001"
MIA,1642352,Keshad Johnson,F,,6-6,225,"JUN 23, 2001"
MIA,1642443,Jahmir Young,G,,6-0,185,"OCT 07, 2000"
MIA,203952,Andrew Wiggins,F,,6-6,197,"FEB 23, 1995"
MIA,1626181,Norman Powell,G,,6-3,215,"MAY 25, 1993"
MIA,1642857,Kasparas Jakučionis,G,,6-5,200,"MAY 29, 2006"
MIA,1630558,Davion Mitchell,G,,6-0,202,"SEP 05, 1998"
MIA,1642884,Vladislav Goldin,C,,7-0,250,"MAY 12, 2001"
MIL,1630579,Jericho Sims,C,,6-10,250,"OCT 20, 1998"
MIL,1626167,Myles Turner,C-F,,6-11,250,"MAR 24, 1996"
MIL,1629018,Gary Trent Jr.,G,,6-5,204,"JAN 18, 1999"
MIL,1629645,Kevin Porter Jr.,G-F,,6-5,203,"MAY 04, 2000"
MIL,1626171,Bobby Portis,F,,6-9,250,"FEB 10, 1995"
MIL,203914,Gary Harris,G,,6-4,210,"SEP 14, 1994"
MIL,1627752,Taurean Prince,F,,6-6,218,"MAR 22, 1994"
MIL,1631157,Ryan Rollins,G,,6-3,180,"JUL 03, 2002"
MIL,1629599,Amir Coffey,G-F,,6-7,210,"JUN 17, 1997"
MIL,1628398,Kyle Kuzma,F,,6-8,221,"JUL 24, 1995"
MIL,1641813,Mark Sears,G,,6-0,185,"FEB 19, 2002"
MIL,1631260,AJ Green,G,,6-4,190,"SEP 27, 1999"
MIL,1630828,Alex Antetokounmpo,F,,6-8,214,"AUG 27, 2001"
MIL,203507,Giannis Antetokounmpo,F,,6-11,243,"DEC 06, 1994"
MIL,1631250,Pete Nance,F,,6-9,225,"FEB 19, 2000"
MIL,203648,Thanasis Antetokounmpo,F,,6-7,219,"JUL 18, 1992"
MIL,1641748,Andre Jackson Jr.,G,,6-6,209,"NOV 13, 2001"
MIL,1630175,Cole Anthony,G,,6-2,185,"MAY 15, 2000"
MIN,1628978,Donte DiVincenzo,G,,6-4,203,"JAN 31, 1997"
MIN,1630545,Terrence Shannon Jr.,G-F,,6-6,215,"JUL 30, 2000"
MIN,1630183,Jaden McDaniels,F,,6-9,185,"SEP 29, 2000"
MIN,1642265,Rob Dillingham,G,,6-2,175,"JAN 04, 2005"
MIN,1630162,Anthony Edwards,G,,6-4,225,"AUG 05, 2001"
MIN,204060,Joe Ingles,F-G,,6-8,220,"OCT 02, 1987"
MIN,1630538,Bones Hyland,G,,6-2,169,"SEP 14, 2000"
MIN,1630548,Johnny Juzang,G,,6-7,226,"MAR 17, 2001"
MIN,201144,Mike Conley,G,,6-1,175,"OCT 11, 1987"
MIN,1629675,Naz Reid,C-F,,6-9,264,"AUG 26, 1999"
MIN,1642866,Joan Beringer,F,,6-11,230,"NOV 11, 2006"
MIN,1641740,Jaylen Clark,G,,6-5,205,"OCT 13, 2001"
MIN,1642402,Enrique Freeman,F,,6-9,220,"JUL 29, 2000"
MIN,203497,Rudy Gobert,C,,7-1,258,"JUN 26, 1992"
MIN,203944,Julius Randle,F-C,,6-9,250,"NOV 29, 1994"
MIN,1631159,Leonard Miller,F,,6-10,220,"NOV 26, 2003"
MIN,1642911,Rocco Zikarsky,C,,7-3,227,"JUL 11, 2006"
BKN,1630533,Ziaire Williams,F,,6-9,185,"SEP 12, 2001"
BKN,1642874,Danny Wolf,F,,6-11,250,"MAY 05, 2004"
BKN,1642962,Drake Powell,G-F,,6-5,195,"SEP 08, 2005"
BKN,1629312,Haywood Highsmith,F,,6-5,220,"DEC 09, 1996"
BKN,1642856,Egor Dëmin,G,,6-8,200,"MAR 03, 2006"
BKN,1630604,E.J. Liddell,F,,6-6,240,"DEC 18, 2000"
BKN,1630623,Tyson Etienne,G,,6-0,200,"SEP 17, 1999"
BKN,1631213,Tyrese Martin,F,,6-6,215,"MAR 07, 1999"
BKN,1629611,Terance Mann,G-F,,6-6,215,"OCT 18, 1996"
BKN,1629008,Michael Porter Jr.,F,,6-10,218,"JUN 29, 1998"
BKN,1630549,Day'Ron Sharpe,C,,6-10,265,"NOV 06, 2001"
BKN,1641730,Noah Clowney,F-C,,6-10,210,"JUL 14, 2004"
BKN,1630592,Jalen Wilson,F,,6-6,220,"NOV 04, 2000"
BKN,1630560,Cam Thomas,G,,6-3,210,"OCT 13, 2001"
BKN,1629651,Nic Claxton,C,,6-11,215,"APR 17, 1999"
BKN,1642879,Ben Saraf,G,,6-6,200,"APR 14, 2006"
BKN,1642849,Nolan Traore,G,,6-3,185,"MAY 28, 2006"
NYK,203903,Jordan Clarkson,G,,6-5,194,"JUN 07, 1992"
NYK,1630540,Miles McBride,G,,6-2,195,"SEP 08, 2000"
NYK,1628404,Josh Hart,G,,6-5,215,"MAR 06, 1995"
NYK,1642359,Pacôme Dadiet,F,,6-9,210,"JUL 27, 2005"
NYK,1628384,OG Anunoby,F-G,,6-7,240,"JUL 17, 1997"
NYK,1641755,Kevin McCullar Jr.,G,,6-6,210,"MAR 15, 2001"
NYK,1628973,Jalen Brunson,G,,6-2,190,"AUG 31, 1996"
NYK,1642278,Tyler Kolek,G,,6-2,195,"MAR 27, 2001"
NYK,1641787,Tosan Evbuomwan,F,,6-8,217,"FEB 16, 2001"
NYK,1629011,Mitchell Robinson,C-F,,7-0,240,"APR 01, 1998"
NYK,1628969,Mikal Bridges,G-F,,6-6,209,"AUG 30, 1996"
NYK,1627824,Guerschon Yabusele,F,,6-7,265,"DEC 17, 1995"
NYK,1626157,Karl-Anthony Towns,C-F,,7-0,248,"NOV 15, 1995"
NYK,1629013,Landry Shamet,G,,6-5,190,"MAR 13, 1997"
NYK,1641998,Trey Jemison III,C,,6-10,270,"NOV 28, 1999"
NYK,1642885,Mohamed Diawara,F,,6-9,225,"APR 29, 2005"
NYK,1630574,Ariel Hukporti,C,,7-0,246,"APR 12, 2002"
ORL,1641710,Anthony Black,G,,6-7,200,"JAN 20, 2004"
ORL,1628371,Jonathan Isaac,F,,6-10,230,"OCT 03, 1997"
ORL,1626145,Tyus Jones,G,,6-0,196,"MAY 10, 1996"
ORL,1630217,Desmond Bane,G,,6-6,215,"JUN 25, 1998"
ORL,1630591,Jalen Suggs,G,,6-5,205,"JUN 03, 2001"
ORL,1631094,Paolo Banchero,F,,6-10,250,"NOV 12, 2002"
ORL,1631115,Orlando Robinson,C,,6-10,235,"JUL 10, 2000"
ORL,1631288,Jamal Cain,F,,6-7,191,"MAR 20, 1999"
ORL,1642859,Jase Richardson,G,,6-1,180,"OCT 16, 2005"
ORL,1641724,Jett Howard,G,,6-8,215,"SEP 14, 2003"
ORL,1630658,Colin Castleton,C,,6-10,250,"MAY 25, 2000"
ORL,1629021,Moritz Wagner,F-C,,6-11,245,"APR 26, 1997"
ORL,1630532,Franz Wagner,F,,6-10,220,"AUG 27, 2001"
ORL,1641783,Tristan da Silva,F,,6-8,217,"MAY 15, 2001"
ORL,1628976,Wendell Carter Jr.,C-F,,6-10,270,"APR 16, 1999"
ORL,1629048,Goga Bitadze,C-F,,6-11,250,"JUL 20, 1999"
ORL,1642869,Noah Penda,G-F,,6-7,215,"JAN 07, 2005"
IND,1630169,Tyrese Haliburton,G,,6-5,185,"FEB 29, 2000"
IND,1631097,Bennedict Mathurin,G-F,,6-5,210,"JUN 19, 2002"
IND,1630167,Obi Toppin,F,,6-9,220,"MAR 04, 1998"
IND,1629614,Andrew Nembhard,G-F,,6-4,191,"JAN 16, 2000"
IND,1643007,Taelon Peter,G,,6-3,185,"FEB 27, 2002"
IND,1641716,Jarace Walker,F,,6-7,235,"SEP 04, 2003"
IND,1642880,Kam Jones,G,,6-4,200,"FEB 25, 2002"
IND,204456,T.J. McConnell,G,,6-1,190,"MAR 25, 1992"
IND,1642277,Johnny Furphy,G,,6-8,200,"DEC 08, 2004"
IND,1628396,Tony Bradley,C-F,,6-10,248,"JAN 08, 1998"
IND,1630543,Isaiah Jackson,F,,6-8,205,"JAN 10, 2002"
IND,1630174,Aaron Nesmith,G-F,,6-5,215,"OCT 16, 1999"
IND,1630526,Jeremiah Robinson-Earl,F,,6-9,240,"NOV 03, 2000"
IND,1641767,Ben Sheppard,G,,6-6,190,"JUL 16, 2001"
IND,1631245,Quenton Jackson,G,,6-4,173,"SEP 15, 1998"
IND,1630643,Jay Huff,C,,7-1,240,"AUG 25, 1997"
IND,1627783,Pascal Siakam,F,,6-8,245,"APR 02, 1994"
IND,1630679,Ethan Thompson,G,,6-4,195,"MAY 04, 1999"
PHI,1630178,Tyrese Maxey,G,,6-2,200,"NOV 04, 2000"
PHI,203083,Andre Drummond,C,,6-11,279,"AUG 10, 1993"
PHI,1629656,Quentin Grimes,G,,6-4,210,"MAY 08, 2000"
PHI,200768,Kyle Lowry,G,,6-0,196,"MAR 25, 1986"
PHI,202331,Paul George,F,,6-8,220,"MAY 02, 1990"
PHI,1626162,Kelly Oubre Jr.,F-G,,6-8,203,"DEC 09, 1995"
PHI,1642348,Justin Edwards,F,,6-7,203,"DEC 16, 2003"
PHI,1630570,Trendon Watford,G-F,,6-8,237,"NOV 09, 2000"
PHI,1642272,Jared McCain,G,,6-3,195,"FEB 20, 2004"
PHI,203954,Joel Embiid,C-F,,7-0,280,"MAR 16, 1994"
PHI,1641780,Johni Broome,F,,6-10,235,"JUL 19, 2002"
PHI,201569,Eric Gordon,G,,6-3,215,"DEC 25, 1988"
PHI,1631230,Dominick Barlow,F,,6-9,215,"MAY 26, 2003"
PHI,1641737,Adem Bona,F,,6-10,235,"MAR 28, 2003"
PHI,1631133,Jabari Walker,F,,6-7,237,"JUL 30, 2002"
PHI,1642282,Hunter Sallis,G,,6-4,185,"MAR 26, 2003"
PHI,1642845,VJ Edgecombe,G,,6-4,180,"JUL 30, 2005"
PHX,1626220,Royce O'Neale,F,,6-6,226,"JUN 05, 1993"
PHX,1642346,Ryan Dunn,F,,6-7,216,"JAN 07, 2003"
PHX,1626164,Devin Booker,G,,6-5,206,"OCT 30, 1996"
PHX,1630208,Nick Richards,C,,6-11,245,"NOV 29, 1997"
PHX,1628415,Dillon Brooks,G-F,,6-7,225,"JAN 22, 1996"
PHX,1630224,Jalen Green,G,,6-4,186,"FEB 09, 2002"
PHX,1628960,Grayson Allen,G,,6-3,198,"OCT 08, 1995"
PHX,1642863,Khaman Maluach,C,,7-1,250,"SEP 14, 2006"
PHX,1642345,Oso Ighodaro,F,,6-11,235,"JUL 14, 2002"
PHX,1631221,Collin Gillespie,G,,6-1,195,"JUN 25, 1999"
PHX,1642886,Koby Brea,G,,6-5,215,"NOV 06, 2002"
PHX,1631109,Mark Williams,C,,7-1,240,"DEC 16, 2001"
PHX,1631123,Jamaree Bouyea,G,,6-2,180,"JUN 27, 1999"
PHX,1630587,Isaiah Livers,F,,6-6,232,"JUL 28, 1998"
PHX,1642853,Rasheer Fleming,F,,6-9,240,"JUL 10, 2004"
PHX,1628502,Nigel Hayes-Davis,F,,6-7,254,"DEC 16, 1994"
PHX,1630692,Jordan Goodwin,G,,6-3,215,"OCT 23, 1998"
POR,203081,Damian Lillard,G,,6-2,200,"JUL 15, 1990"
POR,1630703,Scoot Henderson,G,,6-3,207,"FEB 03, 2004"
POR,1631104,Blake Wesley,G,,6-4,190,"MAR 16, 2003"
POR,1631126,Caleb Love,G,,6-3,212,"SEP 27, 2001"
POR,1629680,Matisse Thybulle,G-F,,6-5,202,"MAR 04, 1997"
POR,201950,Jrue Holiday,G,,6-4,220,"JUN 12, 1990"
POR,1630166,Deni Avdija,F,,6-8,228,"JAN 03, 2001"
POR,203924,Jerami Grant,F,,6-7,213,"MAR 12, 1994"
POR,1642905,Yang Hansen,C,,7-1,270,"JUN 26, 2005"
POR,1631101,Shaedon Sharpe,G,,6-5,210,"MAY 30, 2003"
POR,1631451,Javonte Cooke,G,,6-6,185,"JUL 11, 1999"
POR,1641712,Rayan Rupert,G-F,,6-7,205,"MAY 31, 2004"
POR,1642270,Donovan Clingan,C,,7-2,280,"FEB 23, 2004"
POR,1631200,Kris Murray,F,,6-8,218,"AUG 19, 2000"
POR,1641871,Duop Reath,C,,6-9,245,"JUN 26, 1996"
POR,1641739,Toumani Camara,F,,6-7,230,"MAY 08, 2000"
POR,1629057,Robert Williams III,C-F,,6-9,249,"OCT 17, 1997"
POR,1631321,Sidy Cissoko,G,,6-6,220,"APR 02, 2004"
SAC,1628370,Malik Monk,G,,6-3,200,"FEB 04, 1998"
SAC,1642363,Nique Clifford,G,,6-5,175,"FEB 09, 2002"
SAC,203926,Doug McDermott,F,,6-7,225,"JAN 03, 1992"
SAC,203897,Zach LaVine,G,,6-5,200,"MAR 10, 1995"
SAC,1630173,Precious Achiuwa,F,,6-8,243,"SEP 19, 1999"
